team,Seas_Opp_3PT_Rate
Saint Louis,0.41600000000000004
Norfolk St,0.41600000000000004
Army,0.41700000000000004
Colgate,0.41700000000000004
Minnesota,0.41700000000000004
Oakland,0.41700000000000004
Michigan,0.418
Furman,0.419
Buffalo,0.42
Kansas,0.42
Mercer,0.42100000000000004
Oregon,0.42100000000000004
Illinois,0.42200000000000004
La Salle,0.42200000000000004
UL Monroe,0.423
W Kentucky,0.423
Fordham,0.424
Seton Hall,0.424
Nevada,0.424
Miss Valley St,0.425
Detroit Mercy,0.426
Longwood,0.426
NC Wilmington,0.426
Mississippi,0.426
UMass,0.42700000000000005
George Mason,0.42700000000000005
Kent St,0.42700000000000005
Winthrop,0.428
Oklahoma St,0.428
Iowa St,0.428
Pacific,0.428
North Dakota,0.429
Jacksonville St,0.429
Clemson,0.429
Brown,0.43
Maryland,0.431
Missouri,0.431
Colorado St,0.431
Evansville,0.43200000000000005
Texas So,0.43200000000000005
G Washington,0.43200000000000005
Coppin St,0.43200000000000005
Memphis,0.43200000000000005
Akron,0.43200000000000005
UTSA,0.433
N Alabama,0.433
Drake,0.433
Green Bay,0.433
Penn St,0.434
Delaware,0.434
Sacred Heart,0.435
Charleston,0.43700000000000006
W Carolina,0.43700000000000006
Gonzaga,0.43700000000000006
W Michigan,0.43700000000000006
Sacramento St,0.43700000000000006
UCSD,0.439
Cleveland St,0.44
Fresno St,0.44
Canisius,0.44
The Citadel,0.441
Purdue FW,0.441
Chattanooga,0.442
Loyola Chi,0.44299999999999995
Georgia Tech,0.444
N Dakota St,0.444
Tennessee,0.444
Elon,0.445
UCLA,0.447
Florida St,0.449
Mt St Mary's,0.449
Purdue,0.45
Florida Intl,0.451
Yale,0.45299999999999996
NC State,0.45399999999999996
William & Mary,0.455
Omaha,0.455
Richmond,0.456
Portland,0.456
Bucknell,0.457
Duke,0.457
Navy,0.45799999999999996
Michigan St,0.46
FGCU,0.462
Illinois Chicago,0.46299999999999997
CS Fullerton,0.46399999999999997
VMI,0.465
NC Greensboro,0.466
McNeese,0.46799999999999997
Louisiana Tech,0.46799999999999997
Wake Forest,0.46799999999999997
S Dakota St,0.47
SMU,0.47200000000000003
San Diego St,0.473
Notre Dame,0.474
E Tennessee St,0.47700000000000004
New Mexico,0.48100000000000004
CS Northridge,0.486
Belmont,0.491
Nebraska,0.493
Bellarmine,0.505
Chicago St,0.508
C Arkansas,0.523
S Alabama,0.643
